X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1933212.5237,5621266.0932,1015,2,0,2.11999988555908,00280648,Ramp,Non-Continuous,9.7,Dual Loop,Ahuriri Estuary,06 - Hawkes Bay,28,11259,11594,11066,11613,9911,Regional Non-Continuous
1933257.1065,5619800.6735,1016,2,0,3.60999989509583,00280650,Ramp,Non-Continuous,15,Single Loop,Sth of Prebenson Drive,06 - Hawkes Bay,28,11564,12602,12219,12680,10784,Regional Non-Continuous
1933364.4936,5619019.9503,1017,2,5,0.330000013113022,00280651,Ramp,Non-Continuous,15.4,Single Loop,Taradale Rd to Kennedy Rd,06 - Hawkes Bay,28,14588,15632,14983,16144,15178,Regional Non-Continuous
1928094.1757,5607764.4179,1018,2,0,6.83300018310547,00280665,Ramp,Continuous,5.8,Dual Loop,Expressway Nth of Omahu Rd,06 - Hawkes Bay,21,13831,13737,13127,12654,13385,Regional Continuous
1927045.4379,5606988.3732,1019,2,0,8.15999984741211,00280666,Ramp,Non-Continuous,7.1,Dual Loop,Btwn Omahu Rd & York Rd ,06 - Hawkes Bay,28,8335,9195,9530,9577,9208,Regional Non-Continuous
1970365.556,5683695.61,1020,38,161,9.39999961853027,03800170,Both,Non-Continuous,20,Single Loop,Mangakino Stream Bridge,06 - Hawkes Bay,14,358,307,324,318,345,Regional Non-Continuous
1978534.9984,5678729.8819,1021,38,179,5.3600001335144,03800184,Both,Non-Continuous,20.2,Single Loop,Chapmans Culvert,06 - Hawkes Bay,47,569,565,626,580,535,Regional Non-Continuous
1982114.0749,5674013.8512,1022,38,189,3.5699999332428,03800192,Both,Continuous,6.1,Dual Loop,Paeroa Stock Rd,06 - Hawkes Bay,30,1566,1533,1560,1582,1651,Regional Continuous
1918165.2453,5650321.7315,1023,5,220,10.1800003051758,00500230,Both,National,16.5,Telemetry,TE POHUE -Telemetry Site 23 -1km Nth of Oakmere Station Gateway,06 - Hawkes Bay,365,2942,3118,3140,3257,2963,Telemetry
1932004.9751,5632009.2025,1024,5,249,10.2600002288818,00500259,Both,National,18,WiM,ESKDALE - Telemetry Site 101 - (WiM Site),06 - Hawkes Bay,365,3965,4273,4334,4454,4062,Weigh in Motion
1937171.1333,5622138.5002,1025,50,0,0,05000000,Both,Continuous,3.5,Dual Loop,Port of Napier South Entrance,06 - Hawkes Bay,360,,5640,5741,5590,4967,Regional Continuous
1936304.9876,5622877.905,1026,50,0,1.41999995708466,05000001,Both,Continuous,13.9,Dual Loop,Port of Napier between port entrance & Battery Rd ,06 - Hawkes Bay,122,5389,6250,6549,6565,6939,Regional Continuous
1934893.9174,5621979.4528,1027,50,0,3.38000011444092,05000003,Both,Continuous,9.8,Dual Loop,Napier Ahuriri Hyderabad Rd,06 - Hawkes Bay,365,,9158,9115,9355,8721,Regional Continuous
1930521.6063,5613632.7298,1028,50,12,0.409999996423721,05000013,Both,Continuous,8.1,Dual Loop,300m East of Franklin Rd,06 - Hawkes Bay,74,4924,5458,6495,6203,6132,Regional Continuous
1928971.0204,5613978.5168,1029,50,12,2.26999998092651,05000014,Both,Continuous,7.2,Dual Loop,200 m Sth of Omarunui Rd,06 - Hawkes Bay,203,4006,4443,5525,5322,4727,Regional Continuous
1922994.3218,5611507.1583,1030,50,17,0.550000011920929,05000018,Both,Non-Continuous,19,Single Loop,Nth Abutment Ngaruroro River Bridge,06 - Hawkes Bay,217,5886,6325,7541,7501,6603,Regional Non-Continuous
1923321.0528,5610176.0669,1031,50,17,1.75999999046326,05000019,Both,Non-Continuous,21.5,Single Loop,Sth of Omahu Rd,06 - Hawkes Bay,28,2957,2989,3325,3617,3198,Regional Non-Continuous
1914304.8612,5604871.4803,1032,50,17,12.6499996185303,05000030,Both,Non-Continuous,20.1,Single Loop,120 m Nth of Valley Rd,06 - Hawkes Bay,28,2539,3035,3191,3532,3362,Regional Non-Continuous
1883689.8442,5564831.0585,1033,50,79,10.3000001907349,05000089,Both,Non-Continuous,22.2,Single Loop,500 m Sth of Makaretu River Bridge,06 - Hawkes Bay,28,1067,1140,1162,1306,1145,Regional Non-Continuous
1934749.0118,5621338.7599,1034,50,649,0.259999990463257,05010002,Inc,Non-Continuous,5.1,Dual Loop,Hyderabad Rd: Pandora Rd to Tamatea Dr - SB Lanes,06 - Hawkes Bay,28,8347,8996,9778,9718,9808,Regional Non-Continuous
1934749.0118,5621338.7599,1035,50,649,0.259999990463257,05020002,Dec,Non-Continuous,7.1,Dual Loop,Hyderabad Rd: Pandora Rd to Tamatea Dr - NB Lanes,06 - Hawkes Bay,28,7615,8488,8938,8959,9030,Regional Non-Continuous
1934930.2981,5621049.5424,1036,50,649,0.649999976158142,05030003,Ramp,Non-Continuous,7.2,Single Loop,Hyderabad Prebensen Roundabout On Ramp,06 - Hawkes Bay,28,9824,9377,11017,10880,10920,Regional Non-Continuous
1934930.2981,5621049.5424,1037,50,649,0.649999976158142,05060003,Ramp,Non-Continuous,7.2,Single Loop,Hyderabad Prebensen Roundabout Off Ramp,06 - Hawkes Bay,28,9371,11153,10263,10232,10299,Regional Non-Continuous
1935267.6497,5621003.6262,1038,51,650,0.230000004172325,05100002,Both,Continuous,26.3,Dual Loop,Hyderabad : Taradale - Georges Drive ,06 - Hawkes Bay,314,21017,21934,22681,22671,22505,Regional Continuous
1936482.3566,5619629.719,1039,51,650,2.17000007629395,05100004,Both,Non-Continuous,9.9,Single Loop,Georges Dr 170 m Sth of Ashridge Rd,06 - Hawkes Bay,28,5827,6532,7623,7064,7172,Regional Non-Continuous
1937064.9289,5613760.0872,1040,51,2,8.27999973297119,05100010,Both,Non-Continuous,3.3,Dual Loop,Waitangi Washout Bridge,06 - Hawkes Bay,,13530,14644,16611,15437,13740,Regional Non-Continuous
1936300.905,5611437.5422,1041,51,661,0.239999994635582,05100015,Both,Continuous,3.3,Dual Loop,SH 51 Junction with Farndon Rd,06 - Hawkes Bay,324,12938,13074,14977,13720,12214,Regional Continuous
1934426.1065,5607997.6033,1042,51,661,4.22100019454956,05100017,Both,Continuous,3.3,Dual Loop,100m Nth of Pilchers Rd,06 - Hawkes Bay,169,,,11063,10190,8045,Regional Continuous
1931854.2007,5606063.9808,1043,51,661,7.86999988555908,05100020,Both,Non-Continuous,8.4,Dual Loop,200m Sth of Ellwood Rd,06 - Hawkes Bay,21,12485,12720,13770,13800,13184,Regional Non-Continuous
1934194.9238,5620086.3094,1044,51,3,1.25,05110001,Inc,Non-Continuous,2.4,Dual Loop,Austin St to Maadi Rd - Inc Lanes,06 - Hawkes Bay,28,5282,5483,5693,6021,5616,Regional Non-Continuous
1935050.4249,5621028.5677,1045,51,650,0.0299999993294477,05110002,Inc,Virtual,26.3,Virtual,Virtual - East of SH50 Junction - Inc,06 - Hawkes Bay,,10509,10967,11341,11336,11253,Virtual
1934194.9238,5620086.3094,1046,51,3,1.25,05120001,Dec,Non-Continuous,2,Dual Loop,Austin St to Maadi Rd - Dec Lanes,06 - Hawkes Bay,28,5449,5713,5813,6233,5836,Regional Non-Continuous
1935048.4284,5621013.552,1047,51,650,0.0299999993294477,05120002,Dec,Virtual,26.3,Virtual,Virtual - East of SH50 Junction - Dec,06 - Hawkes Bay,,10509,10967,11341,11336,11253,Virtual
1738705.3808,5702056.8038,1048,3,171,0.209999993443489,00300171,Both,National,18.7,Telemetry,TONGAPORUTU Brg - Telemetry Site 78,07 - Taranaki,250,2293,2407,2426,2477,2541,Telemetry
1739133.0727,5699104.2245,1049,3,171,3.77999997138977,00300175,Both,Non-Continuous,19.3,Dual Loop,Nth of Mount Messenger Stock Effluent Disposal Site,07 - Taranaki,28,2167,2483,2461,2441,2358,Regional Non-Continuous
1739277.1324,5699036.3547,1050,3,171,3.94000005722046,00300176,Both,Non-Continuous,16.6,Dual Loop,Mount Messenger Stock Effluent Disposal Site,07 - Taranaki,28,2329,2439,2465,2460,2422,Regional Non-Continuous
1723206.9996,5683966.2312,1051,3,203,3,00300202,Both,Non-Continuous,15.2,Dual Loop,Waitoetoe,07 - Taranaki,28,3657,3912,3846,3630,2949,Regional Non-Continuous
1708532.8114,5682588.4135,1052,3,218,3.77999997138977,00300222,Both,Non-Continuous,9.5,Dual Loop,Motunui,07 - Taranaki,28,5539,6066,5747,5826,5584,Regional Non-Continuous
1707591.6878,5681685.7833,1053,3,218,5.11999988555908,00300223,Both,Non-Continuous,8.8,Dual Loop,Waitara Bypass ,07 - Taranaki,28,7441,9179,8293,8709,8233,Regional Non-Continuous
1703674.458,5680277.8542,1054,3,218,9.32999992370605,00300227,Both,Non-Continuous,5.7,Dual Loop,East of SH3A,07 - Taranaki,28,14743,15504,16229,16583,15087,Regional Non-Continuous
1702570.9838,5679861.0408,1055,3,229,0.910000026226044,00300230,Both,Non-Continuous,5.2,Dual Loop,West of SH3A,07 - Taranaki,28,14074,14625,15495,15821,14332,Regional Non-Continuous
1699577.4148,5678751.8538,1056,3,229,4.09999990463257,00300233,Both,Non-Continuous,4.5,Dual Loop,Bell Block,07 - Taranaki,31,17476,17766,18482,19386,17290,Regional Non-Continuous
1695011.9275,5676715.6539,1057,3,229,9.44999980926514,00300238,Both,Virtual,3.4,-,Paynters Ave,07 - Taranaki,,27435,26280,28219,30315,27063,Virtual
1693846.631,5676129.8657,1058,3,240,0.310000002384186,00300240,Both,Non-Continuous,3.2,Dual Loop,Elliot St,07 - Taranaki,28,13417,13762,13803,13071,11988,Regional Non-Continuous
1694205.2953,5675175.3414,1059,3,240,1.36000001430511,00300241,Both,Non-Continuous,3.5,Dual Loop,Coronation Ave,07 - Taranaki,31,13600,13851,13827,13585,12219,Regional Non-Continuous
1694888.6622,5673213.2671,1060,3,240,3.50999999046326,00300244,Both,Non-Continuous,3.5,Dual Loop,Holly Oak Terrace,07 - Taranaki,28,10324,10330,10238,11019,9932,Regional Non-Continuous
1703907.9424,5665284.4436,1061,3,240,17.3099994659424,00300257,Both,Non-Continuous,4.9,Dual Loop,Rata St,07 - Taranaki,28,11700,11738,12182,12619,11337,Regional Non-Continuous
1704407.3092,5664674.9032,1062,3,258,0.550000011920929,00300258,Both,Virtual,9.8,Virtual,Virtual - Matai St,07 - Taranaki,,10532,10957,11274,11530,10610,Virtual
1705058.459,5662955.6368,1063,3,258,2.40000009536743,00300260,Both,Non-Continuous,9.8,Dual Loop,Sth of Inglewood,07 - Taranaki,31,10532,10957,11274,11530,10610,Regional Non-Continuous
1707380.8225,5656326.2438,1064,3,258,9.53999996185303,00300267,Both,National,11.4,Telemetry,TARIKI - Telemetry Site 6,07 - Taranaki,365,9767,10308,10583,10801,9949,Telemetry
1710796.2962,5644509.0667,1065,3,279,0.449999988079071,00300279,Both,Non-Continuous,7.6,Dual Loop,Broadway-Stratford,07 - Taranaki,28,14029,15233,15041,15056,13837,Regional Non-Continuous
1711847.6557,5640608.1954,1066,3,279,4.6100001335144,00300284,Both,Non-Continuous,10,Dual Loop,Ngaere,07 - Taranaki,28,8796,9239,9116,9440,8459,Regional Non-Continuous
1711839.3556,5634576.8832,1067,3,287,2.9300000667572,00300290,Both,Non-Continuous,10.1,Dual Loop,Eltham,07 - Taranaki,28,8202,8519,8437,8630,7994,Regional Non-Continuous
1709449.2635,5623014.8899,1068,3,298,5.19000005722046,00300303,Both,Non-Continuous,12.1,Dual Loop,Normanby,07 - Taranaki,30,7218,7030,7073,7315,6844,Regional Non-Continuous
1709292.2034,5619457.2476,1069,3,298,8.8100004196167,00300307,Both,Continuous,9.9,Dual Loop,Hawera,07 - Taranaki,328,9467,9726,9778,9973,9968,Regional Continuous
1709207.63,5616769.5371,1070,3,310,0.209999993443489,00300310,Both,Non-Continuous,6.7,Dual Loop,Sth Rd -Hawera,07 - Taranaki,29,6812,6732,6803,6983,5633,Regional Non-Continuous
1718136.5898,5611164.7305,1071,3,321,0.0900000035762787,00300321,Both,Non-Continuous,16.2,Dual Loop,Manawapou River,07 - Taranaki,30,4344,4538,4473,4461,4064,Regional Non-Continuous
1726164.0786,5598439.4769,1072,3,321,16.4300003051758,00300337,Both,Non-Continuous,10.6,Dual Loop,Egmont St - Patea,07 - Taranaki,30,4812,4886,4822,4981,4715,Regional Non-Continuous
1738470.3356,5597012.0436,1073,3,352,1.78999996185303,00300354,Both,Non-Continuous,24.9,Dual Loop,Waverley,07 - Taranaki,28,3629,3756,3756,3868,3673,Regional Non-Continuous
1753450.0003,5591477.4056,1074,3,352,18,00300370,Both,National,19,Telemetry,WAITOTARA - Telemetry Site 5,07 - Taranaki,365,3842,4032,4060,3986,3855,Telemetry
1697949.2765,5678059.6956,1075,3,229,6.19999980926514,00310235,Inc,National,3.8,Telemetry,Matangi - Telemetry Site 118 - Inc,07 - Taranaki,362,13824,14119,15261,15584,14487,Telemetry
1696049.5105,5676974.4135,1076,3,229,8.11999988555908,00310237,Inc,Continuous,2.9,Dual Loop,Smart Rd (Inc),07 - Taranaki,339,,,18902,19215,17936,Regional Continuous
1694942.9435,5676713.6004,1077,3,229,9.44999980926514,00310238,Inc,Non-Continuous,3.5,Dual Loop,Paynters Ave Inc,07 - Taranaki,28,,13051,13936,14815,13315,Regional Non-Continuous
1693969.3718,5676428.8991,1078,3,229,10.3500003814697,00310239,Inc,Non-Continuous,3,Dual Loop,SH3 Leach St,07 - Taranaki,14,,16511,15839,16915,15386,Regional Non-Continuous
1697949.2765,5678059.6956,1079,3,229,6.19999980926514,00320235,Dec,National,4.1,Telemetry,Matangi - Telemetry Site 118 - Dec,07 - Taranaki,362,13611,13868,15022,15310,14187,Telemetry
1696049.5082,5676977.4129,1080,3,229,8.11999988555908,00320237,Dec,Continuous,3.1,Dual Loop,Smart Rd (Dec),07 - Taranaki,354,,21044,19448,20572,18564,Regional Continuous
1695056.9141,5676720.688,1081,3,229,9.44999980926514,00320238,Dec,Non-Continuous,3.3,Dual Loop,Paynters Ave Dec,07 - Taranaki,28,,13229,14283,15500,13748,Regional Non-Continuous
1693940.3024,5676525.8564,1082,3,229,10.3699998855591,00320239,Dec,Non-Continuous,2.2,Dual Loop,SH3 Courtenay St,07 - Taranaki,28,14126,14256,15349,15187,13482,Regional Non-Continuous
1694542.1406,5676569.3169,1083,3,229,9.75,00370239,Ramp,Non-Continuous,3,Dual Loop,Te Henui Bridge Inc.,07 - Taranaki,28,,12555,13621,13826,12848,Regional Non-Continuous
1694582.0954,5676616.3385,1084,3,229,9.69999980926514,00380239,Ramp,Non-Continuous,3.1,Dual Loop,Te Henui Bridge Dec.,07 - Taranaki,28,,12169,13269,13576,12596,Regional Non-Continuous
1703685.6225,5678818.1046,1085,3A,0,1.3400000333786,03A00001,Both,Non-Continuous,12.8,Dual Loop,Te Arei Rd,07 - Taranaki,35,3298,3221,3129,3315,3069,Regional Non-Continuous
1711295.8369,5645123.3158,1086,43,0,0.660000026226044,04300001,Both,Continuous,4.9,Dual Loop,Regan St,07 - Taranaki,365,2619,2663,2525,2792,2525,Regional Continuous
1716118.3316,5645075.435,1087,43,0,5.57999992370605,04300006,Both,Non-Continuous,11.2,Dual Loop,East of Stratford ,07 - Taranaki,28,1451,1390,1392,1455,1281,Regional Non-Continuous
1723340.6994,5646635.0034,1088,43,0,14.1400003433228,04300014,Both,Non-Continuous,24.6,Dual Loop,Toko,07 - Taranaki,28,782,701,695,773,679,Regional Non-Continuous
1737003.0143,5655654.9066,1089,43,32,3.71000003814697,04300036,Both,Non-Continuous,20.9,Dual Loop,Te Wera,07 - Taranaki,28,198,192,192,287,225,Regional Non-Continuous
1750897.903,5667131.2373,1090,43,57,7.71999979019165,04300065,Both,Non-Continuous,7,Dual Loop,Whangamomona,07 - Taranaki,28,192,167,189,218,171,Regional Non-Continuous
1693435.3038,5676663.4337,1091,44,0,0.490000009536743,04400000,Both,Non-Continuous,4.3,Dual Loop,Molesworth St,07 - Taranaki,28,12501,13151,13794,13789,12883,Regional Non-Continuous
1689675.8038,5675819.6958,1092,44,0,4.44999980926514,04400004,Both,Non-Continuous,5.6,Dual Loop,Breakwater Rd,07 - Taranaki,28,7389,7419,8028,8032,7207,Regional Non-Continuous
1690664.8954,5675406.5535,1093,45,0,3.38000011444092,04500003,Both,Non-Continuous,1.9,Dual Loop,Sea View Rd,07 - Taranaki,28,14272,14620,14891,15390,14414,Regional Non-Continuous
1689683.5051,5674908.9076,1094,45,0,4.51999998092651,04500005,Both,Continuous,1.9,Dual Loop,Spotswood,07 - Taranaki,302,14643,14996,14901,14965,13702,Regional Continuous
1687630.5626,5671530.1172,1095,45,0,8.76000022888184,04500009,Both,Non-Continuous,3.1,Dual Loop,Hurford Rd,07 - Taranaki,28,7653,7653,7914,8317,7788,Regional Non-Continuous
1680502.157,5666409.093,1096,45,15,3.71000003814697,04500019,Both,Non-Continuous,4.3,Dual Loop,Weld Rd,07 - Taranaki,28,3786,3770,3990,4159,3794,Regional Non-Continuous
1675026.936,5661838.4143,1097,45,15,12.8299999237061,04500028,Both,Non-Continuous,4.2,Dual Loop,Stoney River,07 - Taranaki,28,2378,2323,2360,2415,2163,Regional Non-Continuous
1671085.7542,5635976.3552,1098,45,48,10,04500058,Both,Non-Continuous,8.4,Dual Loop,Opua Rd,07 - Taranaki,28,1608,1572,1600,1617,1505,Regional Non-Continuous
1673594.9694,5632629.7971,1099,45,48,14.5100002288818,04500063,Both,Non-Continuous,4.1,Dual Loop,Opunake,07 - Taranaki,28,2966,2911,2823,2895,2717,Regional Non-Continuous
1679314.4415,5627329.4671,1100,45,64,7.30999994277954,04500071,Both,Non-Continuous,9.9,Dual Loop,Pihama,07 - Taranaki,28,1183,1180,1213,1221,1152,Regional Non-Continuous
1705302.3901,5618178.3109,1101,45,97,4.13000011444092,04500101,Both,National,11,Telemetry,OHAWE BEACH Rd - Telemetry Site 71,07 - Taranaki,355,3954,4043,4101,4196,4008,Telemetry
1692844.9424,5676008.1124,1102,45,0,0.980000019073486,04510001,Inc,Non-Continuous,1.7,Dual Loop,SH45 Vivian St,07 - Taranaki,28,15940,16113,16292,16554,15952,Regional Non-Continuous
1692763.9004,5676085.0331,1103,45,0,1.02999997138977,04520001,Dec,Non-Continuous,2.3,Dual Loop,SH45 Powderham St,07 - Taranaki,28,14432,14666,14814,15307,13829,Regional Non-Continuous
1835847.9443,5645140.5357,1104,1N,794,1.05999994277954,01N00795,Both,Non-Continuous,19.3,Dual Loop,Desert Rd Sth of Regional Boundary,08 - Manawatu-Wanganui,28,3629,3858,3886,3971,3723,Regional Non-Continuous
1832196.0383,5616608.8408,1105,1N,815,11.6400003433228,01N00827,Both,National,19.3,Telemetry,HIHITAHI - Telemetry Site 29,08 - Manawatu-Wanganui,358,5027,5339,5381,5788,5121,Telemetry
1837551.1452,5608574.7767,1106,1N,828,10.6400003433228,01N00839,Both,Non-Continuous,17.6,Dual Loop,Hautapu (Taihape Deviation),08 - Manawatu-Wanganui,28,4931,5379,5303,5339,5047,Regional Non-Continuous
1839821.9287,5604524.9089,1107,1N,842,0.959999978542328,01N00843,Both,Non-Continuous,16,Dual Loop,Mataroa Rd (Taihape),08 - Manawatu-Wanganui,28,6462,6938,6884,6902,6542,Regional Non-Continuous
1842475.3495,5601620.6428,1108,1N,842,5.23999977111816,01N00847,Both,Non-Continuous,18.3,Dual Loop,Utiku Straights,08 - Manawatu-Wanganui,28,5478,6106,6420,6093,5775,Regional Non-Continuous
1838316.1192,5589249.5448,1109,1N,865,0.0299999993294477,01N00865,Both,Non-Continuous,17.9,Dual Loop,Mangaweka,08 - Manawatu-Wanganui,28,4970,5425,5537,5585,5238,Regional Non-Continuous
1826546.5234,5579954.9991,1110,1N,865,16.6900005340576,01N00882,Both,Non-Continuous,18.8,Dual Loop,Vinegar Hill ,08 - Manawatu-Wanganui,28,5187,5194,5560,5506,4872,Regional Non-Continuous
1812219.5221,5567377.7473,1111,1N,901,2.96000003814697,01N00904,Both,Non-Continuous,19.7,Dual Loop,Mangaraupi,08 - Manawatu-Wanganui,28,4831,5112,5368,5259,4783,Regional Non-Continuous
1806053.5172,5556859.3624,1112,1N,914,2.49000000953674,01N00916,Both,Non-Continuous,15.7,Dual Loop,Greatford,08 - Manawatu-Wanganui,28,6344,6678,6830,6875,6329,Regional Non-Continuous
1803868.2356,5551132.4421,1113,1N,914,9,01N00923,Both,Continuous,14.8,Dual Loop,Nth of Bulls,08 - Manawatu-Wanganui,300,5627,5883,6099,6120,6399,Regional Continuous
1803219.5423,5548880.7652,1114,1N,925,1.26999998092651,01N00926,Both,Non-Continuous,10.4,Dual Loop,Bulls Bridge,08 - Manawatu-Wanganui,28,14286,14780,14990,15331,13811,Regional Non-Continuous
1804263.2146,5546691.4454,1115,1N,927,2,01N00930,Both,National,13.3,Telemetry,SANSON - Telemetry Site 38,08 - Manawatu-Wanganui,316,13815,14434,14717,15049,13600,Telemetry
1801295.0568,5538048.9386,1116,1N,939,1.04999995231628,01N00940,Both,Non-Continuous,14.9,Dual Loop,Campion Rd,08 - Manawatu-Wanganui,28,5852,6168,6384,6144,5638,Regional Non-Continuous
1795806.9254,5523864.3979,1117,1N,954,1.16999995708466,01N00955,Both,Non-Continuous,12.9,Dual Loop,Himatangi,08 - Manawatu-Wanganui,28,7481,7828,8124,8187,7619,Regional Non-Continuous
1793779.2184,5517361.0866,1118,1N,954,8.05000019073486,01N00962,Both,Non-Continuous,10.5,Dual Loop,Foxton,08 - Manawatu-Wanganui,28,8635,9391,9961,9975,8991,Regional Non-Continuous
1793429.307,5515643.7802,1119,1N,954,9.78999996185303,01N00964,Both,Non-Continuous,16.7,Dual Loop,Whirokino ,08 - Manawatu-Wanganui,28,8273,8725,9117,9363,8718,Regional Non-Continuous
1794560.1404,5502376.8055,1120,1N,967,11.6599998474121,01N00979,Both,Continuous,8.6,Dual Loop,Nth of Levin,08 - Manawatu-Wanganui,130,10269,10703,10956,11631,11238,Regional Continuous
1793522.0187,5500839.5452,1121,1N,967,13.5799999237061,01N00981,Both,Non-Continuous,8.6,Dual Loop,Oxford St Levin,08 - Manawatu-Wanganui,28,13611,14119,14252,14073,13099,Regional Non-Continuous
1791208.7453,5497970.0853,1122,1N,967,17.2700004577637,01N00984,Both,Non-Continuous,7.7,Dual Loop,Sth of Levin,08 - Manawatu-Wanganui,28,13123,14179,14596,15110,13590,Regional Non-Continuous
1789341.5359,5494986.6695,1123,1N,985,3.48000001907349,01N00988,Both,National,10.4,Telemetry,OHAU - Telemetry Site 56,08 - Manawatu-Wanganui,360,16465,17277,17748,18242,16353,Telemetry
1874563.3111,5559539.5161,1124,2,751,4.30999994277954,00200755,Both,National,16.3,Telemetry,NORSEWOOD - Telemetry Site 25,08 - Manawatu-Wanganui,365,4304,4445,4444,4504,4200,Telemetry
1867124.7855,5548666.737,1125,2,758,10.6199998855591,00200769,Both,Non-Continuous,13.3,Dual Loop,Nth of Dannevirke,08 - Manawatu-Wanganui,28,5606,5584,5705,5963,4967,Regional Non-Continuous
1864657.9524,5545111.7095,1126,2,772,2.03999996185303,00200774,Both,Non-Continuous,8.5,Dual Loop,Dannevirke,08 - Manawatu-Wanganui,28,8661,9202,8681,8746,8231,Regional Non-Continuous
1853224.6285,5536585.802,1127,2,788,1.48000001907349,00200789,Both,Non-Continuous,12.6,Dual Loop,Oringi,08 - Manawatu-Wanganui,28,5877,5910,5873,6021,5456,Regional Non-Continuous
1845379.1933,5525733.9731,1128,2,808,1.60000002384186,00200808,Both,Non-Continuous,12.5,Dual Loop,Ngawaparua,08 - Manawatu-Wanganui,28,4705,3959,3655,3731,3399,Regional Non-Continuous
1842636.3625,5520733.0344,1129,2,808,5.94000005722046,00200814,Both,Non-Continuous,11.7,Dual Loop,Mangatainoka,08 - Manawatu-Wanganui,28,5179,4728,4425,4460,4096,Regional Non-Continuous
1840954.8315,5518123.0696,1130,2,808,9.0600004196167,00200817,Both,Continuous,7.3,Dual Loop,Pahiatua: Both lanes - linked to directional sites,08 - Manawatu-Wanganui,361,7465,7186,7143,7162,6493,Regional Continuous
1839099.2399,5515758.2254,1131,2,808,12.1199998855591,00200820,Both,Non-Continuous,12.6,Dual Loop,Konini,08 - Manawatu-Wanganui,28,3231,3079,2989,3054,2782,Regional Non-Continuous
1821015.3131,5487092.6374,1132,2,842,15,00200859,Both,Virtual,13.8,Virtual,Mt Bruce (Virtual),08 - Manawatu-Wanganui,,3347,3372,3643,3804,3477,Virtual
1840934.8251,5518092.0584,1133,2,808,9.10000038146973,00210817,Inc,Continuous,7.3,Single Loop,Pahiatua - Sth Bound Lane,08 - Manawatu-Wanganui,9,3826,3759,3745,3714,3251,Regional Continuous
1840934.8251,5518092.0584,1134,2,808,9.10000038146973,00220817,Dec,Continuous,7.3,Single Loop,Pahiatua - Nth Bound Lane,08 - Manawatu-Wanganui,9,3639,3426,3504,3644,3140,Regional Continuous
1754825.1941,5591197.9636,1135,3,371,1,00300371,Both,Virtual,19,Virtual,WAITOTARA - Telemetry Site 5 - Virtual,08 - Manawatu-Wanganui,,3842,4032,4060,3986,3855,Virtual
1769859.052,5584897.3741,1136,3,384,6.03000020980835,00300390,Both,Non-Continuous,13.1,Dual Loop,Mission Rd,08 - Manawatu-Wanganui,28,4854,4965,5171,4970,4852,Regional Non-Continuous
1773044.1164,5580355.9752,1137,3,384,11.7399997711182,00300396,Both,Non-Continuous,8.5,Dual Loop,Virginia Rd,08 - Manawatu-Wanganui,28,8162,8512,8422,8582,8164,Regional Non-Continuous
1773593.0063,5578017.8644,1138,3,384,15.039999961853,00300399,Both,Non-Continuous,9.8,Dual Loop,London St,08 - Manawatu-Wanganui,28,11924,12217,12682,13821,13356,Regional Non-Continuous
1773533.1817,5577483.7726,1139,3,384,15.7299995422363,00300400,Both,Non-Continuous,6.9,Dual Loop,Carlton Avenue,08 - Manawatu-Wanganui,28,8758,9366,9376,9605,9295,Regional Non-Continuous
1774983.8295,5576156.1029,1140,3,384,17.7900009155273,00300402,Both,Non-Continuous,19,Dual Loop,Cobham Bridge,08 - Manawatu-Wanganui,28,10024,9975,10721,11160,11116,Regional Non-Continuous
1779400.1517,5574132.3195,1141,3,402,0.819999992847443,00300403,Both,Continuous,9.6,Dual Loop,Marybank,08 - Manawatu-Wanganui,365,9676,10285,10639,10399,9691,Regional Continuous
1781951.0144,5572735.9469,1142,3,402,7.84000015258789,00300410,Both,Non-Continuous,20.9,Dual Loop,Marangai,08 - Manawatu-Wanganui,28,8248,8813,8949,9014,8206,Regional Non-Continuous
1791680.2886,5560811.7099,1143,3,415,11.9099998474121,00300427,Both,Non-Continuous,11.5,Dual Loop,Makirikiri,08 - Manawatu-Wanganui,28,6486,6615,6502,6698,5951,Regional Non-Continuous
1802818.9164,5551469.3023,1144,3,432,9.88000011444092,00300442,Both,Non-Continuous,10.4,Dual Loop,Tutaenui Stream ,08 - Manawatu-Wanganui,28,7283,7617,7826,8041,7117,Regional Non-Continuous
1806670.1638,5544675.4006,1145,3,450,0.490000009536743,00300450,Both,Non-Continuous,9.3,Dual Loop,Sanson East,08 - Manawatu-Wanganui,28,9607,10052,10226,10816,9311,Regional Non-Continuous
1813470.7558,5539440.1797,1146,3,450,9.82999992370605,00300458,Both,Non-Continuous,8.8,Dual Loop,Awahuri,08 - Manawatu-Wanganui,28,8036,8444,8728,9095,7805,Regional Non-Continuous
1816185.0442,5535452.4878,1147,3,450,14.7700004577637,00300465,Both,Non-Continuous,6.9,Dual Loop,Taonui Culvert,08 - Manawatu-Wanganui,28,9895,10335,10516,11314,9948,Regional Non-Continuous
1819702.3712,5532514.1092,1148,3,468,1.49000000953674,00300469,Both,Continuous,5.3,Dual Loop,Flygers Line,08 - Manawatu-Wanganui,365,11447,12146,12461,12844,11774,Regional Continuous
